File 			 Kernel 			 Threads 			 Time(s)
1080p/snatch.jpg		15				16				2.3569
1080p/snowpiercer.jpg		3				1				0.4890
1080p/snowpiercer.jpg		3				2				0.2528
1080p/snowpiercer.jpg		3				4				0.1425
1080p/snowpiercer.jpg		3				8				0.1347
1080p/snowpiercer.jpg		3				16				0.1447
1080p/snowpiercer.jpg		5				1				1.1208
1080p/snowpiercer.jpg		5				2				0.5715
1080p/snowpiercer.jpg		5				4				0.3096
1080p/snowpiercer.jpg		5				8				0.2926
1080p/snowpiercer.jpg		5				16				0.3063
1080p/snowpiercer.jpg		7				1				2.0811
1080p/snowpiercer.jpg		7				2				1.0495
1080p/snowpiercer.jpg		7				4				0.5621
1080p/snowpiercer.jpg		7				8				0.5306
1080p/snowpiercer.jpg		7				16				0.5321
1080p/snowpiercer.jpg		9				1				3.5215
1080p/snowpiercer.jpg		9				2				1.7744
1080p/snowpiercer.jpg		9				4				0.9672
1080p/snowpiercer.jpg		9				8				0.8716
1080p/snowpiercer.jpg		9				16				0.8794
1080p/snowpiercer.jpg		11				1				5.2206
1080p/snowpiercer.jpg		11				2				2.6245
1080p/snowpiercer.jpg		11				4				1.3839
1080p/snowpiercer.jpg		11				8				1.2639
1080p/snowpiercer.jpg		11				16				1.3163
1080p/snowpiercer.jpg		13				1				7.1079
1080p/snowpiercer.jpg		13				2				3.5663
1080p/snowpiercer.jpg		13				4				1.9227
1080p/snowpiercer.jpg		13				8				1.7406
1080p/snowpiercer.jpg		13				16				1.7833
1080p/snowpiercer.jpg		15				1				9.4805
1080p/snowpiercer.jpg		15				2				4.7552
1080p/snowpiercer.jpg		15				4				2.5037
1080p/snowpiercer.jpg		15				8				2.2976
1080p/snowpiercer.jpg		15				16				2.3141
1080p/United.jpg		3				1				0.4844
1080p/United.jpg		3				2				0.2495
1080p/United.jpg		3				4				0.1398
1080p/United.jpg		3				8				0.1344
1080p/United.jpg		3				16				0.1332
1080p/United.jpg		5				1				1.1192
1080p/United.jpg		5				2				0.5687
1080p/United.jpg		5				4				0.3071
1080p/United.jpg		5				8				0.2897
1080p/United.jpg		5				16				0.3040
1080p/United.jpg		7				1				2.0847
1080p/United.jpg		7				2				1.0464
1080p/United.jpg		7				4				0.7077
1080p/United.jpg		7				8				0.5300
1080p/United.jpg		7				16				0.5341
1080p/United.jpg		9				1				3.6279
1080p/United.jpg		9				2				1.7766
1080p/United.jpg		9				4				1.3962
1080p/United.jpg		9				8				0.8614
1080p/United.jpg		9				16				0.8784
1080p/United.jpg		11				1				5.7671
1080p/United.jpg		11				2				2.6063
1080p/United.jpg		11				4				1.3785
1080p/United.jpg		11				8				1.2606
1080p/United.jpg		11				16				1.2858
1080p/United.jpg		13				1				7.1243
1080p/United.jpg		13				2				3.5851
1080p/United.jpg		13				4				1.9301
1080p/United.jpg		13				8				1.7380
1080p/United.jpg		13				16				1.7409
1080p/United.jpg		15				1				9.4250
1080p/United.jpg		15				2				4.7290
1080p/United.jpg		15				4				3.4373
1080p/United.jpg		15				8				2.2969
1080p/United.jpg		15				16				2.3337
