File 			 Kernel 			 Threads 			 Time(s)
720p/rickandmorty720.jpg		11				192				1.0916
720p/rickandmorty720.jpg		11				384				0.8758
720p/rickandmorty720.jpg		11				576				0.8730
720p/rickandmorty720.jpg		11				768				0.6241
720p/rickandmorty720.jpg		11				960				0.7245
720p/rickandmorty720.jpg		13				48				2.7332
720p/rickandmorty720.jpg		13				96				2.2104
720p/rickandmorty720.jpg		13				192				1.4274
720p/rickandmorty720.jpg		13				384				1.1385
720p/rickandmorty720.jpg		13				576				1.1357
720p/rickandmorty720.jpg		13				768				0.7925
720p/rickandmorty720.jpg		13				960				0.9317
720p/rickandmorty720.jpg		15				48				3.5706
720p/rickandmorty720.jpg		15				96				2.8689
720p/rickandmorty720.jpg		15				192				1.8199
720p/rickandmorty720.jpg		15				384				1.4452
720p/rickandmorty720.jpg		15				576				1.4424
720p/rickandmorty720.jpg		15				768				0.9880
720p/rickandmorty720.jpg		15				960				1.1744
720p/southpark720.jpg		3				48				0.3785
720p/southpark720.jpg		3				96				0.3462
720p/southpark720.jpg		3				192				0.2893
720p/southpark720.jpg		3				384				0.2584
720p/southpark720.jpg		3				576				0.2579
720p/southpark720.jpg		3				768				0.2342
720p/southpark720.jpg		3				960				0.2433
720p/southpark720.jpg		5				48				0.6205
720p/southpark720.jpg		5				96				0.5395
720p/southpark720.jpg		5				192				0.4090
720p/southpark720.jpg		5				384				0.3462
720p/southpark720.jpg		5				576				0.3444
720p/southpark720.jpg		5				768				0.2910
720p/southpark720.jpg		5				960				0.3109
720p/southpark720.jpg		7				48				0.9678
720p/southpark720.jpg		7				96				0.8278
720p/southpark720.jpg		7				192				0.5821
720p/southpark720.jpg		7				384				0.4779
720p/southpark720.jpg		7				576				0.4779
720p/southpark720.jpg		7				768				0.3755
720p/southpark720.jpg		7				960				0.4148
720p/southpark720.jpg		9				48				1.4295
720p/southpark720.jpg		9				96				1.2056
720p/southpark720.jpg		9				192				0.8087
720p/southpark720.jpg		9				384				0.6557
720p/southpark720.jpg		9				576				0.6536
720p/southpark720.jpg		9				768				0.4861
720p/southpark720.jpg		9				960				0.5523
720p/southpark720.jpg		11				48				2.0163
720p/southpark720.jpg		11				96				1.6602
720p/southpark720.jpg		11				192				1.0916
720p/southpark720.jpg		11				384				0.8743
720p/southpark720.jpg		11				576				0.8730
