File 			 Kernel 			 Threads 			 Time(s)
1080p/snatch.jpg		7				96				1.6695
1080p/snatch.jpg		7				192				1.1339
1080p/snatch.jpg		7				384				0.8978
1080p/snatch.jpg		7				576				0.7384
1080p/snatch.jpg		7				768				0.7926
1080p/snatch.jpg		7				960				0.7924
1080p/snatch.jpg		9				48				3.0888
1080p/snatch.jpg		9				96				2.5163
1080p/snatch.jpg		9				192				1.6443
1080p/snatch.jpg		9				384				1.2939
1080p/snatch.jpg		9				576				1.0384
1080p/snatch.jpg		9				768				1.1264
1080p/snatch.jpg		9				960				1.1265
1080p/snatch.jpg		11				48				4.3936
1080p/snatch.jpg		11				96				3.5954
1080p/snatch.jpg		11				192				2.2897
1080p/snatch.jpg		11				384				1.7865
1080p/snatch.jpg		11				576				1.4181
1080p/snatch.jpg		11				768				1.5489
1080p/snatch.jpg		11				960				1.5461
1080p/snatch.jpg		13				48				6.0167
1080p/snatch.jpg		13				96				4.8571
1080p/snatch.jpg		13				192				3.0572
1080p/snatch.jpg		13				384				2.3842
1080p/snatch.jpg		13				576				1.8655
1080p/snatch.jpg		13				768				2.0506
1080p/snatch.jpg		13				960				2.0488
1080p/snatch.jpg		15				48				7.9617
1080p/snatch.jpg		15				96				6.2899
1080p/snatch.jpg		15				192				3.9367
1080p/snatch.jpg		15				384				3.0719
1080p/snatch.jpg		15				576				2.3901
1080p/snatch.jpg		15				768				2.6406
1080p/snatch.jpg		15				960				2.6356
1080p/snowpiercer.jpg		3				48				0.6730
1080p/snowpiercer.jpg		3				96				0.5921
1080p/snowpiercer.jpg		3				192				0.4624
1080p/snowpiercer.jpg		3				384				0.3955
1080p/snowpiercer.jpg		3				576				0.3578
1080p/snowpiercer.jpg		3				768				0.3692
1080p/snowpiercer.jpg		3				960				0.3686
1080p/snowpiercer.jpg		5				48				1.2301
1080p/snowpiercer.jpg		5				96				1.0249
1080p/snowpiercer.jpg		5				192				0.7330
1080p/snowpiercer.jpg		5				384				0.5915
1080p/snowpiercer.jpg		5				576				0.5083
1080p/snowpiercer.jpg		5				768				0.5372
1080p/snowpiercer.jpg		5				960				0.5409
1080p/snowpiercer.jpg		7				48				2.0291
1080p/snowpiercer.jpg		7				96				1.6606
1080p/snowpiercer.jpg		7				192				1.1293
1080p/snowpiercer.jpg		7				384				0.8882
1080p/snowpiercer.jpg		7				576				0.7319
1080p/snowpiercer.jpg		7				768				0.7871
1080p/snowpiercer.jpg		7				960				0.7881
1080p/snowpiercer.jpg		9				48				3.0859
1080p/snowpiercer.jpg		9				96				2.5108
1080p/snowpiercer.jpg		9				192				1.6355
1080p/snowpiercer.jpg		9				384				1.2888
1080p/snowpiercer.jpg		9				576				1.0288
1080p/snowpiercer.jpg		9				768				1.1174
1080p/snowpiercer.jpg		9				960				1.1184
1080p/snowpiercer.jpg		11				48				4.3847
1080p/snowpiercer.jpg		11				96				3.5900
1080p/snowpiercer.jpg		11				192				2.2770
1080p/snowpiercer.jpg		11				384				1.7882
1080p/snowpiercer.jpg		11				576				1.4059
1080p/snowpiercer.jpg		11				768				1.5344
1080p/snowpiercer.jpg		11				960				1.5323
1080p/snowpiercer.jpg		13				48				6.0044
1080p/snowpiercer.jpg		13				96				4.8415
1080p/snowpiercer.jpg		13				192				3.0426
1080p/snowpiercer.jpg		13				384				2.3652
1080p/snowpiercer.jpg		13				576				1.8512
1080p/snowpiercer.jpg		13				768				2.0378
1080p/snowpiercer.jpg		13				960				2.0349
1080p/snowpiercer.jpg		15				48				7.9476
1080p/snowpiercer.jpg		15				96				6.2768
1080p/snowpiercer.jpg		15				192				3.9218
1080p/snowpiercer.jpg		15				384				3.0577
1080p/snowpiercer.jpg		15				576				2.3767
1080p/snowpiercer.jpg		15				768				2.6265
1080p/snowpiercer.jpg		15				960				2.6191
1080p/United.jpg		3				48				0.6703
1080p/United.jpg		3				96				0.5853
1080p/United.jpg		3				192				0.4596
1080p/United.jpg		3				384				0.3871
1080p/United.jpg		3				576				0.3531
1080p/United.jpg		3				768				0.3612
1080p/United.jpg		3				960				0.3622
1080p/United.jpg		5				48				1.2253
1080p/United.jpg		5				96				1.0216
1080p/United.jpg		5				192				0.7268
1080p/United.jpg		5				384				0.5852
1080p/United.jpg		5				576				0.5017
1080p/United.jpg		5				768				0.5290
1080p/United.jpg		5				960				0.5299
1080p/United.jpg		7				48				2.0244
1080p/United.jpg		7				96				1.6536
1080p/United.jpg		7				192				1.1191
1080p/United.jpg		7				384				0.8843
1080p/United.jpg		7				576				0.7254
1080p/United.jpg		7				768				0.7784
1080p/United.jpg		7				960				0.7775
1080p/United.jpg		9				48				3.0734
1080p/United.jpg		9				96				2.5030
1080p/United.jpg		9				192				1.6302
1080p/United.jpg		9				384				1.2784
1080p/United.jpg		9				576				1.0242
1080p/United.jpg		9				768				1.1128
1080p/United.jpg		9				960				1.1119
1080p/United.jpg		11				48				4.3788
1080p/United.jpg		11				96				3.5806
1080p/United.jpg		11				192				2.2750
1080p/United.jpg		11				384				1.7723
1080p/United.jpg		11				576				1.4015
1080p/United.jpg		11				768				1.5309
1080p/United.jpg		11				960				1.5284
1080p/United.jpg		13				48				5.9995
1080p/United.jpg		13				96				4.8394
1080p/United.jpg		13				192				3.0402
1080p/United.jpg		13				384				2.3640
1080p/United.jpg		13				576				1.8490
1080p/United.jpg		13				768				2.0356
1080p/United.jpg		13				960				2.0302
1080p/United.jpg		15				48				7.9460
1080p/United.jpg		15				96				6.2733
1080p/United.jpg		15				192				3.9193
1080p/United.jpg		15				384				3.0564
1080p/United.jpg		15				576				2.3738
1080p/United.jpg		15				768				2.6219
1080p/United.jpg		15				960				2.6157
