File 			 Kernel 			 Threads 			 Time(s)
4K/Lucy4K.jpg		11				192				9.2897
4K/Lucy4K.jpg		11				384				7.0917
4K/Lucy4K.jpg		11				576				5.5114
4K/Lucy4K.jpg		11				768				4.7628
4K/Lucy4K.jpg		11				960				5.7373
4K/Lucy4K.jpg		13				48				24.7203
4K/Lucy4K.jpg		13				96				19.4470
4K/Lucy4K.jpg		13				192				12.5332
4K/Lucy4K.jpg		13				384				9.6186
4K/Lucy4K.jpg		13				576				7.4319
4K/Lucy4K.jpg		13				768				6.3938
4K/Lucy4K.jpg		13				960				7.7601
4K/Lucy4K.jpg		15				48				32.8916
4K/Lucy4K.jpg		15				96				25.4590
4K/Lucy4K.jpg		15				192				16.3069
4K/Lucy4K.jpg		15				384				12.5796
4K/Lucy4K.jpg		15				576				9.6865
4K/Lucy4K.jpg		15				768				8.3075
4K/Lucy4K.jpg		15				960				10.1360
4K/SW4K.jpg		3				48				2.3096
4K/SW4K.jpg		3				96				1.9007
4K/SW4K.jpg		3				192				1.4198
4K/SW4K.jpg		3				384				1.1186
4K/SW4K.jpg		3				576				0.9677
4K/SW4K.jpg		3				768				0.9022
4K/SW4K.jpg		3				960				0.9711
4K/SW4K.jpg		5				48				4.6069
4K/SW4K.jpg		5				96				3.6825
4K/SW4K.jpg		5				192				2.5720
4K/SW4K.jpg		5				384				1.9699
4K/SW4K.jpg		5				576				1.6121
4K/SW4K.jpg		5				768				1.4457
4K/SW4K.jpg		5				960				1.6425
4K/SW4K.jpg		7				48				7.9340
4K/SW4K.jpg		7				96				6.2772
4K/SW4K.jpg		7				192				4.2659
4K/SW4K.jpg		7				384				3.2412
4K/SW4K.jpg		7				576				2.5810
4K/SW4K.jpg		7				768				2.2640
4K/SW4K.jpg		7				960				2.6545
4K/SW4K.jpg		9				48				12.3197
4K/SW4K.jpg		9				96				9.8032
4K/SW4K.jpg		9				192				6.5010
4K/SW4K.jpg		9				384				4.9361
4K/SW4K.jpg		9				576				3.8637
4K/SW4K.jpg		9				768				3.3656
4K/SW4K.jpg		9				960				4.0166
4K/SW4K.jpg		11				48				17.8072
4K/SW4K.jpg		11				96				14.2041
4K/SW4K.jpg		11				192				9.2540
4K/SW4K.jpg		11				384				7.0558
4K/SW4K.jpg		11				576				5.4763
4K/SW4K.jpg		11				768				4.7497
4K/SW4K.jpg		11				960				5.7032
4K/SW4K.jpg		13				48				24.6876
4K/SW4K.jpg		13				96				19.4105
4K/SW4K.jpg		13				192				12.4953
4K/SW4K.jpg		13				384				9.5827
4K/SW4K.jpg		13				576				7.3966
4K/SW4K.jpg		13				768				6.3561
4K/SW4K.jpg		13				960				7.7255
4K/SW4K.jpg		15				48				32.8507
4K/SW4K.jpg		15				96				25.4337
4K/SW4K.jpg		15				192				16.2707
4K/SW4K.jpg		15				384				12.5440
4K/SW4K.jpg		15				576				9.6510
4K/SW4K.jpg		15				768				8.2725
4K/SW4K.jpg		15				960				10.1008
4K/truedetective.jpg		3				48				2.1896
4K/truedetective.jpg		3				96				1.8133
4K/truedetective.jpg		3				192				1.3588
4K/truedetective.jpg		3				384				1.0740
4K/truedetective.jpg		3				576				0.9353
4K/truedetective.jpg		3				768				0.8796
4K/truedetective.jpg		3				960				0.9422
4K/truedetective.jpg		5				48				4.3365
4K/truedetective.jpg		5				96				3.4840
4K/truedetective.jpg		5				192				2.4343
4K/truedetective.jpg		5				384				1.8785
4K/truedetective.jpg		5				576				1.5405
4K/truedetective.jpg		5				768				1.3838
4K/truedetective.jpg		5				960				1.5708
